date,tags,text_md,pdf_link,code_link,data_link
2024-12-01, 平易化:評価指標, "森岡拓, 杉山誠治, 高山隼矢, 梶原智之. **ehiMetrick: NLP2025自動評価ハックShared Task機械翻訳部門. 言語処理学会第31回年次大会ワークショップ「LLM時代のことばの評価の現在と未来」**, March 2025.", https://moguranosenshi.sakura.ne.jp/publications/nlp2025ws-morioka.pdf,,
